00400000	MZ	"MZ"	char[2]
00a4c44c	WinXP	"WinXP"	ds
00a4c454	Win2003	"Win2003"	ds
00a4c45c	Win9X_Other	"Win9X_Other"	ds
00a4c468	WinNT_Other	"WinNT_Other"	ds
00a4c474	MacOS9	"MacOS9"	ds
00a4c47c	MacOSX	"MacOSX"	ds
00a4c484	Linux	"Linux"	ds
00a4c48c	WinVista	"WinVista"	ds
00a4c498	Unable to find .text section	"Unable to find .text section"	ds
00a4c4b8	.text	".text"	ds
00a4c4c0	Invalid function pointer: %p	"Invalid function pointer: %p"	ds
00a4c588	Fonts	"Fonts"	ds
00a4c590	.\W32\Path.cpp	".\\W32\\Path.cpp"	ds
00a4c650	SCROLLBAR	"SCROLLBAR"	ds
00a4c65c	ToolbarWindow32	"ToolbarWindow32"	ds
00a4c66c	SysListView32	"SysListView32"	ds
00a4c67c	SysTabControl32	"SysTabControl32"	ds
00a4c68c	msctls_updown32	"msctls_updown32"	ds
00a4c69c	SysTreeView32	"SysTreeView32"	ds
00a4c6ac	msctls_trackbar32	"msctls_trackbar32"	ds
00a4c6c0	msctls_progress32	"msctls_progress32"	ds
00a4c6d4	LISTBOX	"LISTBOX"	ds
00a4c6dc	COMBOBOX	"COMBOBOX"	ds
00a4c6f0	STATIC	"STATIC"	ds
00a4c6f8	OsGuiPointer	"OsGuiPointer"	ds
00a4c800	.\W32\OsIME.cpp	".\\W32\\OsIME.cpp"	ds
00a4c810	%m%d%y_%H%M%S	"%m%d%y_%H%M%S"	ds
00a4c820	.\W32\OsSecureRandom.cpp	".\\W32\\OsSecureRandom.cpp"	ds
00a4c83c	kernel32.dll	u"kernel32.dll"	unicode
00a4c858	OsNetLog.txt	"OsNetLog.txt"	ds
00a4c868	AcceptEx failed	"AcceptEx failed"	ds
00a4c878	Listen closed	"Listen closed"	ds
00a4c888	Unknown overlap type	"Unknown overlap type"	ds
00a4c8a0	CreateIoCompletionPort failed	"CreateIoCompletionPort failed"	ds
00a4c8c0	Accept failed	"Accept failed"	ds
00a4c8d0	Select failed	"Select failed"	ds
00a4c8e0	Socket failed	"Socket failed"	ds
00a4c8f0	Listen failed	"Listen failed"	ds
00a4c900	Bind failed	"Bind failed"	ds
00a4c90c	CreateEvent failed	"CreateEvent failed"	ds
00a4c920	CreateThread failed	"CreateThread failed"	ds
00a4c934	Send failed	"Send failed"	ds
00a4c940	WSAStartup wrong version	"WSAStartup wrong version"	ds
00a4c95c	WSAStartup failed	"WSAStartup failed"	ds
00a4c970	Internal error	"Internal error"	ds
00a4c980	OsNet: (INFO): %s
	"OsNet: (INFO): %s\n"	ds
00a4c994	t[0x%08x] se[%u] we[%u] 	"t[0x%08x] se[%u] we[%u] "	ds
00a4c9b0	ws2_32.dll	"ws2_32.dll"	ds
00a4c9c4	%s 12	"%s 12"	ds
00a4c9cc	%s:%u	"%s:%u"	ds
00a4c9e4	%s 13	"%s 13"	ds
00a4ca14	.\W32\OsTcp.cpp	".\\W32\\OsTcp.cpp"	ds
00a4cf08	%s [%u]	"%s [%u]"	ds
00a4cf10	.\W32\OsCall.cpp	".\\W32\\OsCall.cpp"	ds
00a4d13c	OsUrlDownloadCallback	"OsUrlDownloadCallback"	ds
00a4d154	.\W32\OsURLDownload.cpp	".\\W32\\OsURLDownload.cpp"	ds
00a4d16c	SpacePilot	"SpacePilot"	ds
00a4d178	SpaceExplorer	"SpaceExplorer"	ds
00a4d188	SpaceTraveler USB	"SpaceTraveler USB"	ds
00a4d19c	SpaceNavigator for Notebooks	"SpaceNavigator for Notebooks"	ds
00a4d1bc	SpaceNavigator	"SpaceNavigator"	ds
00a4d420	.\W32\OsVersionHash.cpp	".\\W32\\OsVersionHash.cpp"	ds
00a4d438	%02X 	"%02X "	ds
00a4d440	Improper header received: [ 	"Improper header received: [ "	ds
00a4d460	.\W32\OsClipboard.cpp	".\\W32\\OsClipboard.cpp"	ds
00a4d47a	 A[LOWEST]Precomputed terrain and no dynamic shadows.	" A[LOWEST]Precomputed terrain and no dynamic shadows."	ds
00a4d4b0	[LOW]Precomputed terrain and dynamic PC/NPC shadows (low-res).	"[LOW]Precomputed terrain and dynamic PC/NPC shadows (low-res)."	ds
00a4d4f0	[MEDIUM]Precomputed terrain and dynamic PC/NPC shadows (high-res).	"[MEDIUM]Precomputed terrain and dynamic PC/NPC shadows (high-res)."	ds
00a4d538	[MED-HIGH]Full environmental and PC/NPC shadows, low-res, lg-dist.	"[MED-HIGH]Full environmental and PC/NPC shadows, low-res, lg-dist."	ds
00a4d57c	[HIGH]Full environmental and PC/NPC shadows, hi-res, lg-dist.	"[HIGH]Full environmental and PC/NPC shadows, hi-res, lg-dist."	ds
00a4d5bc	[VERY HIGH]Cascaded shadow maps.	"[VERY HIGH]Cascaded shadow maps."	ds
00a4d5e0	[INVALID]Unsupported quality level.	"[INVALID]Unsupported quality level."	ds
00a4d61c	.\ShaderEffectManager.cpp	".\\ShaderEffectManager.cpp"	ds
00a4d638	Shaders\Effects\%s	"Shaders\\Effects\\%s"	ds
00a4d654	Decal	"Decal"	ds
00a4d65c	PassThru	"PassThru"	ds
00a4d66c	Mod2x	"Mod2x"	ds
00a4d690	AlphaOp1	"AlphaOp1"	ds
00a4d69c	AlphaOp0	"AlphaOp0"	ds
00a4d6a8	ColorOp1	"ColorOp1"	ds
00a4d6b4	ColorOp0	"ColorOp0"	ds
00a4d6c8	PixelShader	"PixelShader"	ds
00a4d6d4	VertexShader	"VertexShader"	ds
00a4d6e4	Shader	"Shader"	ds
00a4d6ec	FixedFunc	"FixedFunc"	ds
00a4d6f8	Effect	"Effect"	ds
00a4d714	SoundMemoryCache	"SoundMemoryCache"	ds
00a4d728	sound cache memory size (MB)	"sound cache memory size (MB)"	ds
00a4d748	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\soundengine\SoundCache.h	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\soundengine\\SoundCache.h"	ds
00a4d7c8	Unknown error.	"Unknown error."	ds
00a4d7d8	No errors.	"No errors."	ds
00a4d7e4	The version number of this file format is not supported. 	"The version number of this file format is not supported. "	ds
00a4d820	An error caused by System::update occured. 	"An error caused by System::update occured. "	ds
00a4d850	A command issued was not supported by this object.  Possibly a plugin without certain callbacks specified. 	"A command issued was not supported by this object.  Possibly a plugin without certain callbacks specified. "	ds
00a4d8c0	This command failed because System::init or System::setDriver was not called. 	"This command failed because System::init or System::setDriver was not called. "	ds
00a4d910	Something in FMOD hasn't been implemented when it should be! contact support! 	"Something in FMOD hasn't been implemented when it should be! contact support! "	ds
00a4d960	The sound created exceeds the allowable input channel count.  This can be increased using the maxinputchannels parameter in System::setSoftwareFormat. 	"The sound created exceeds the allowable input channel count.  This can be increased using the maxinputchannels parameter in System::setSoftwareFormat. "	ds
00a4d9f8	The specified tag could not be found or there are no tags. 	"The specified tag could not be found or there are no tags. "	ds
00a4da38	This subsound is already being used by another sound, you cannot have more than one parent to a sound.  Null out the other parent's entry first. 	"This subsound is already being used by another sound, you cannot have more than one parent to a sound.  Null out the other parent's entry first. "	ds
00a4dad0	The error occured because the sound referenced contains subsounds.  (ie you cannot play the parent sound as a static sample, only its subsounds.) 	"The error occured because the sound referenced contains subsounds.  (ie you cannot play the parent sound as a static sample, only its subsounds.) "	ds
00a4db68	Specified Instance in FMOD_REVERB_PROPERTIES couldn't be set. Most likely because another application has locked the EAX4 FX slot. 	"Specified Instance in FMOD_REVERB_PROPERTIES couldn't be set. Most likely because another application has locked the EAX4 FX slot. "	ds
00a4dbec	An error occured trying to initialize the recording device. 	"An error occured trying to initialize the recording device. "	ds
00a4dc30	A resource that the plugin requires cannot be found. (ie the DLS file for MIDI playback) 	"A resource that the plugin requires cannot be found. (ie the DLS file for MIDI playback) "	ds
00a4dc8c	A requested output, dsp unit type or codec was not available. 	"A requested output, dsp unit type or codec was not available. "	ds
00a4dcd0	The number of allowed instances of a plugin has been exceeded. 	"The number of allowed instances of a plugin has been exceeded. "	ds
00a4dd10	An unspecified error has been returned from a 3rd party plugin. 	"An unspecified error has been returned from a 3rd party plugin. "	ds
00a4dd54	Panning only works with mono or stereo sound sources. 	"Panning only works with mono or stereo sound sources. "	ds
00a4dd90	Attempted to create a software sound but no software channels were specified in System::init. 	"Attempted to create a software sound but no software channels were specified in System::init. "	ds
00a4ddf0	FMOD_HARDWARE was specified but the sound card does not have the resources nescessary to play it. 	"FMOD_HARDWARE was specified but the sound card does not have the resources nescessary to play it. "	ds
00a4de54	Error initializing output device. 	"Error initializing output device. "	ds
00a4de78	Soundcard does not support the minimum features needed for this soundsystem (16bit stereo output). 	"Soundcard does not support the minimum features needed for this soundsystem (16bit stereo output). "	ds
00a4dee0	A call to a standard soundcard driver failed, which could possibly mean a bug in the driver or resources were missing or exhausted. 	"A call to a standard soundcard driver failed, which could possibly mean a bug in the driver or resources were missing or exhausted. "	ds
00a4df68	Error creating hardware sound buffer. 	"Error creating hardware sound buffer. "	ds
00a4df90	Error initializing output device, but more specifically, the output device is already in use and cannot be reused. 	"Error initializing output device, but more specifically, the output device is already in use and cannot be reused. "	ds
00a4e008	Operation could not be performed because specified sound is not ready. 	"Operation could not be performed because specified sound is not ready. "	ds
00a4e050	Operation on a non-blocking socket could not complete immediately. 	"Operation on a non-blocking socket could not complete immediately. "	ds
00a4e094	The specified URL couldn't be resolved. 	"The specified URL couldn't be resolved. "	ds
00a4e0c0	A socket error occurred.  This is a catch-all for socket-related errors not listed elsewhere. 	"A socket error occurred.  This is a catch-all for socket-related errors not listed elsewhere. "	ds
00a4e120	Couldn't connect to the specified host. 	"Couldn't connect to the specified host. "	ds
00a4e150	Tried to use a feature that requires the software engine.  Software engine has either been turned off, or command was executed on a hardware channel which does not support this feature. 	"Tried to use a feature that requires the software engine.  Software engine has either been turned off, or command was executed on a hardware channel which does not support this feature. "	ds
00a4e210	Tried to use a feature that requires hardware support.  (ie trying to play a VAG compressed sound in software on PS2). 	"Tried to use a feature that requires hardware support.  (ie trying to play a VAG compressed sound in software on PS2). "	ds
00a4e288	Tried to call a command on a 2d sound when the command was meant for 3d sound. 	"Tried to call a command on a 2d sound when the command was meant for 3d sound. "	ds
00a4e2d8	Tried to call a command on a 3d sound when the command was meant for 2d sound. 	"Tried to call a command on a 3d sound when the command was meant for 2d sound. "	ds
00a4e328	Not enough memory or resources on console sound ram. 	"Not enough memory or resources on console sound ram. "	ds
00a4e360	PS2 only.  Not enough memory or resources on PlayStation 2 IOP ram. 	"PS2 only.  Not enough memory or resources on PlayStation 2 IOP ram. "	ds
00a4e3a8	Can't use FMOD_OPENMEMORY_POINT on non PCM source data, or non mp3/xma/adpcm data if FMOD_CREATECOMPRESSEDSAMPLE was used. 	"Can't use FMOD_OPENMEMORY_POINT on non PCM source data, or non mp3/xma/adpcm data if FMOD_CREATECOMPRESSEDSAMPLE was used. "	ds
00a4e424	Not enough memory or resources. 	"Not enough memory or resources. "	ds
00a4e448	Reached maximum audible playback count for this sound's soundgroup. 	"Reached maximum audible playback count for this sound's soundgroup. "	ds
00a4e490	PS2 only.  fmodex.irx failed to initialize.  This is most likely because you forgot to load it. 	"PS2 only.  fmodex.irx failed to initialize.  This is most likely because you forgot to load it. "	ds
00a4e4f4	The vectors passed in are not unit length, or perpendicular. 	"The vectors passed in are not unit length, or perpendicular. "	ds
00a4e538	An invalid speaker was passed to this function based on the current speaker mode. 	"An invalid speaker was passed to this function based on the current speaker mode. "	ds
00a4e58c	An invalid parameter was passed to this function. 	"An invalid parameter was passed to this function. "	ds
00a4e5c0	An invalid object handle was used. 	"An invalid object handle was used. "	ds
00a4e5e4	Value passed in was a NaN, Inf or denormalized float. 	"Value passed in was a NaN, Inf or denormalized float. "	ds
00a4e620	On Xbox 360, this memory address passed to FMOD must be physical, (ie allocated with XPhysicalAlloc.) 	"On Xbox 360, this memory address passed to FMOD must be physical, (ie allocated with XPhysicalAlloc.) "	ds
00a4e688	An error occured that wasn't supposed to.  Contact support. 	"An error occured that wasn't supposed to.  Contact support. "	ds
00a4e6c8	Cannot call this command after System::init. 	"Cannot call this command after System::init. "	ds
00a4e6f8	FMOD was not initialized correctly to support this function. 	"FMOD was not initialized correctly to support this function. "	ds
00a4e738	The HTTP request timed out. 	"The HTTP request timed out. "	ds
00a4e758	A HTTP server error occurred. 	"A HTTP server error occurred. "	ds
00a4e778	Proxy authentication is required to access the specified resource. 	"Proxy authentication is required to access the specified resource. "	ds
00a4e7c0	The specified resource requires authentication or is forbidden. 	"The specified resource requires authentication or is forbidden. "	ds
00a4e808	A HTTP error occurred. This is a catch-all for HTTP errors not listed elsewhere. 	"A HTTP error occurred. This is a catch-all for HTTP errors not listed elsewhere. "	ds
00a4e85c	Unsupported file or audio format. 	"Unsupported file or audio format. "	ds
00a4e880	Unwanted file access occured. 	"Unwanted file access occured. "	ds
00a4e8a0	File not found. 	"File not found. "	ds
00a4e8b8	End of file unexpectedly reached while trying to read essential data (truncated data?). 	"End of file unexpectedly reached while trying to read essential data (truncated data?). "	ds
00a4e914	Media was ejected while reading. 	"Media was ejected while reading. "	ds
00a4e938	Couldn't perform seek operation.  This is a limitation of the medium (ie netstreams) or the file format. 	"Couldn't perform seek operation.  This is a limitation of the medium (ie netstreams) or the file format. "	ds
00a4e9a4	Error loading file. 	"Error loading file. "	ds
00a4e9c0	The requested event, event group, event category or event property could not be found. 	"The requested event, event group, event category or event property could not be found. "	ds
00a4ea18	A category with the same name already exists. 	"A category with the same name already exists. "	ds
00a4ea48	FSB mis-matches the FEV it was compiled with. 	"FSB mis-matches the FEV it was compiled with. "	ds
00a4ea78	Event failed because 'Max streams' was hit when FMOD_INIT_FAIL_ON_MAXSTREAMS was specified. 	"Event failed because 'Max streams' was hit when FMOD_INIT_FAIL_ON_MAXSTREAMS was specified. "	ds
00a4ead8	An error occured that wasn't supposed to.  See debug log for reason. 	"An error occured that wasn't supposed to.  See debug log for reason. "	ds
00a4eb20	Can't execute this command on an EVENT_INFOONLY event. 	"Can't execute this command on an EVENT_INFOONLY event. "	ds
00a4eb58	An Event failed to be retrieved, most likely due to 'just fail' being specified as the max playbacks behavior. 	"An Event failed to be retrieved, most likely due to 'just fail' being specified as the max playbacks behavior. "	ds
00a4ebc8	DSP connection error.  The unit being connected to or disconnected should only have 1 input or output. 	"DSP connection error.  The unit being connected to or disconnected should only have 1 input or output. "	ds
00a4ec30	DSP error.  Cannot perform this operation while the network is in the middle of running.  This will most likely happen if a connection or disconnection is attempted in a DSP callback. 	"DSP error.  Cannot perform this operation while the network is in the middle of running.  This will most likely happen if a connection or disconnection is attempted in a DSP callback. "	ds
00a4ecec	DSP connection error.  Couldn't find the DSP unit specified. 	"DSP connection error.  Couldn't find the DSP unit specified. "	ds
00a4ed30	DSP Format error.  A DSP unit may have attempted to connect to this network with the wrong format. 	"DSP Format error.  A DSP unit may have attempted to connect to this network with the wrong format. "	ds
00a4ed98	DSP connection error.  Connection possibly caused a cyclic dependancy. 	"DSP connection error.  Connection possibly caused a cyclic dependancy. "	ds
00a4ede0	DMA Failure.  See debug output for more information. 	"DMA Failure.  See debug output for more information. "	ds
00a4ee18	A Win32 COM related error occured. COM failed to initialize or a QueryInterface failed meaning a Windows codec or driver was not installed properly. 	"A Win32 COM related error occured. COM failed to initialize or a QueryInterface failed meaning a Windows codec or driver was not installed properly. "	ds
00a4eeb0	The specified channel has been reused to play another sound. 	"The specified channel has been reused to play another sound. "	ds
00a4eef0	Error trying to allocate a channel. 	"Error trying to allocate a channel. "	ds
00a4ef18	A CDDA read error occurred. 	"A CDDA read error occurred. "	ds
00a4ef38	No disc present in the specified drive. 	"No disc present in the specified drive. "	ds
00a4ef64	No CD/DVD devices were found. 	"No CD/DVD devices were found. "	ds
00a4ef84	No audio tracks on the specified disc. 	"No audio tracks on the specified disc. "	ds
00a4efac	Couldn't find the specified device. 	"Couldn't find the specified device. "	ds
00a4efd4	An error occurred while initialising the CDDA subsystem. 	"An error occurred while initialising the CDDA subsystem. "	ds
00a4f010	Neither NTSCSI nor ASPI could be initialised. 	"Neither NTSCSI nor ASPI could be initialised. "	ds
00a4f040	Tried to call a function on a data type that does not allow this type of functionality (ie calling Sound::lock on a streaming sound). 	"Tried to call a function on a data type that does not allow this type of functionality (ie calling Sound::lock on a streaming sound). "	ds
00a4f0c8	Tried to call lock a second time before unlock was called. 	"Tried to call lock a second time before unlock was called. "	ds
00a4f104	 -######## TOO MANY ERRORS. NO FURTHER ERRORS WILL BE LOGGED.	" -######## TOO MANY ERRORS. NO FURTHER ERRORS WILL BE LOGGED."	ds
00a4f144	%s(%d)	"%s(%d)"	ds
00a4f14c	 -######## FMOD ERROR! (err %d) %s	" -######## FMOD ERROR! (err %d) %s"	ds
00a4f170	.\SoundEngine.cpp	".\\SoundEngine.cpp"	ds
00a4f18c	System Default	"System Default"	ds
00a4f19c	SYSTEM_DEFAULT	"SYSTEM_DEFAULT"	ds
00a4f1ac	*** SoundEngine_CaptureWork : Lock failed! (%d, %d) %s	"*** SoundEngine_CaptureWork : Lock failed! (%d, %d) %s"	ds
00a4f1e4	Monitor DSP	"Monitor DSP"	ds
00a4f1f0	 - Using [%d] %s for %s	" - Using [%d] %s for %s"	ds
00a4f208	##### ERROR In CompleteNonBlockingLoad()! Aborting this sound! %s	"##### ERROR In CompleteNonBlockingLoad()! Aborting this sound! %s"	ds
00a4f24c	Sound_VirtualPlayWindow	"Sound_VirtualPlayWindow"	ds
00a4f26c	=> Done Shutting Down Game Sound	"=> Done Shutting Down Game Sound"	ds
00a4f290	=> Shutting Down Game Sound	"=> Shutting Down Game Sound"	ds
00a4f2ac	CNBL: getMode Failed	"CNBL: getMode Failed"	ds
00a4f2c4	CNBL: setCallback Failed	"CNBL: setCallback Failed"	ds
00a4f2e0	CNBL: setUserData Failed	"CNBL: setUserData Failed"	ds
00a4f2fc	CNBL: playSound Failed	"CNBL: playSound Failed"	ds
00a4f314	##### ERROR! INVALID m_pFMODSound	"##### ERROR! INVALID m_pFMODSound"	ds
00a4f360	=> Done Shutting Down Voice Chat	"=> Done Shutting Down Voice Chat"	ds
00a4f384	=> Shutting Down Voice Chat	"=> Shutting Down Voice Chat"	ds
00a4f3a0	=> Game Sound is ready.	"=> Game Sound is ready."	ds
00a4f3b8	 - FMOD System Init OK!	" - FMOD System Init OK!"	ds
00a4f3d0	<master>	"<master>"	ds
00a4f3e0	 -#           Reverting to most compatible configuration (Hardware DISABLED,STEREO,MixMode2 DISABLED,Control Panel default output device)	" -#           Reverting to most compatible configuration (Hardware DISABLED,STEREO,MixMode2 DISABLED,Control Panel default output device)"	ds
00a4f46c	 - Setting WoW Speaker Mode to STEREO	" - Setting WoW Speaker Mode to STEREO"	ds
00a4f498	 -#           Some speaker modes will fail to initialize if the sound driver is running in EMULATED mode.	" -#           Some speaker modes will fail to initialize if the sound driver is running in EMULATED mode."	ds
00a4f508	 -#           Many sound drivers do not support SURROUND even though you can select it in the control panel	" -#           Many sound drivers do not support SURROUND even though you can select it in the control panel"	ds
00a4f574	 -#           SURROUND is actually 5.0 (no subwoofer).	" -#           SURROUND is actually 5.0 (no subwoofer)."	ds
00a4f5b0	 -#           This most commonly happens when SURROUND is selected.	" -#           This most commonly happens when SURROUND is selected."	ds
00a4f5f4	 -#           Reverting to STEREO	" -#           Reverting to STEREO"	ds
00a4f618	 -#           Control Panel Speaker Mode %s FAILED to initialize!	" -#           Control Panel Speaker Mode %s FAILED to initialize!"	ds
00a4f65c	 -# NOTICE:   FMOD System Init failed!	" -# NOTICE:   FMOD System Init failed!"	ds
00a4f684	 -# 2 PCM24	" -# 2 PCM24"	ds
00a4f690	 -# 3 PCM32	" -# 3 PCM32"	ds
00a4f69c	 -# 1 PCMFLOAT	" -# 1 PCMFLOAT"	ds
00a4f6ac	 -# NOTICE:   Using Mix Mode 2.	" -# NOTICE:   Using Mix Mode 2."	ds
00a4f6cc	 - Setting WoW Speaker Mode to %s	" - Setting WoW Speaker Mode to %s"	ds
00a4f6f0	 - Detected Control Panel Speaker Mode = %s	" - Detected Control Panel Speaker Mode = %s"	ds
00a4f71c	 -#            Using default DSPBufferSize	" -#            Using default DSPBufferSize"	ds
00a4f748	 -# NOTICE:    DSPBufferSize out of range!! Valid range is 4 to 10, or 0 for AUTO DETECT	" -# NOTICE:    DSPBufferSize out of range!! Valid range is 4 to 10, or 0 for AUTO DETECT"	ds
00a4f7a8	 -#           Do not change this setting from default unless you really need to.	" -#           Do not change this setting from default unless you really need to."	ds
00a4f7fc	 -#           but may affect sound timing.	" -#           but may affect sound timing."	ds
00a4f828	 -#           Higher settings may reduce sound stuttering and crackling,	" -#           Higher settings may reduce sound stuttering and crackling,"	ds
00a4f874	 -# NOTICE:   You are using a custom DSP Buffer size	" -# NOTICE:   You are using a custom DSP Buffer size"	ds
00a4f8b0	 -#           Also in EMULATED mode some speaker configurations like 5.1 may not be available.	" -#           Also in EMULATED mode some speaker configurations like 5.1 may not be available."	ds
00a4f910	 -#           Using Max DSP Buffer size (10) to avoid stuttering.	" -#           Using Max DSP Buffer size (10) to avoid stuttering."	ds
00a4f954	 -# NOTICE:   Your Sound Driver is running in EMULATED mode.	" -# NOTICE:   Your Sound Driver is running in EMULATED mode."	ds
00a4f994	 - DSPBufferSize = AUTO DETECT	" - DSPBufferSize = AUTO DETECT"	ds
00a4f9b8	 - DSPBufferSize = %d [Valid values are 0 = AUTO DETECT (default), 4 through 10]	" - DSPBufferSize = %d [Valid values are 0 = AUTO DETECT (default), 4 through 10]"	ds
00a4fa0c	PROLOGIC	"PROLOGIC"	ds
00a4fa20	SURROUND	"SURROUND"	ds
00a4fa34	STEREO	"STEREO"	ds
00a4fa48	 -#           Enabling Software Channels.	" -#           Enabling Software Channels."	ds
00a4fa78	 -#           World of Warcraft Requires At Least 12 Hardware Channels to Function Properly in Hardware Mode.	" -#           World of Warcraft Requires At Least 12 Hardware Channels to Function Properly in Hardware Mode."	ds
00a4fae8	 -# NOTICE:   Insufficient Available Hardware Channels.	" -# NOTICE:   Insufficient Available Hardware Channels."	ds
00a4fb20	 -#           This may lead to poor sound performance.	" -#           This may lead to poor sound performance."	ds
00a4fb58	 -# NOTICE:   You are using a very high number of channels.	" -# NOTICE:   You are using a very high number of channels."	ds
00a4fb98	 -# NOTICE:   Mode 2 Support Not Detected. Reverting to Default Engine Mode.	" -# NOTICE:   Mode 2 Support Not Detected. Reverting to Default Engine Mode."	ds
00a4fbe8	 - Using %d channels.	" - Using %d channels."	ds
00a4fc00	 - Too many channels requested. Using max available instead	" - Too many channels requested. Using max available instead"	ds
00a4fc3c	 - Sound Driver Reports: %d Hardware Channels Available.	" - Sound Driver Reports: %d Hardware Channels Available."	ds
00a4fc78	 - Querying Sound Driver for Available Hardware Channels.	" - Querying Sound Driver for Available Hardware Channels."	ds
00a4fcb4	 - %d Channels Requested.	" - %d Channels Requested."	ds
00a4fcd0	 -# NOTICE:   Sound Engine Mode 2 DISABLED because Hardware is enabled.	" -# NOTICE:   Sound Engine Mode 2 DISABLED because Hardware is enabled."	ds
00a4fd18	 -# NOTICE:   Using Sound Engine Mode 2.	" -# NOTICE:   Using Sound Engine Mode 2."	ds
00a4fd44	Game Output	"Game Output"	ds
00a4fd50	 --- [%d] %s	" --- [%d] %s"	ds
00a4fd60	 - %d Output drivers detected	" - %d Output drivers detected"	ds
00a4fd80	 - Reverb is %s	" - Reverb is %s"	ds
00a4fd90	 -# ERROR! OpenAL Mode requires Hardware to be enabled! NOT using OpenAL.	" -# ERROR! OpenAL Mode requires Hardware to be enabled! NOT using OpenAL."	ds
00a4fddc	 - OpenAL is ENABLED	" - OpenAL is ENABLED"	ds
00a4fdf4	 - Hardware is %s	" - Hardware is %s"	ds
00a4fe08	ENABLED	"ENABLED"	ds
00a4fe10	Sound_EnableOpenAL	"Sound_EnableOpenAL"	ds
00a4fe28	 -######## ERROR! FMOD version mismatch! This program requires version %08x	" -######## ERROR! FMOD version mismatch! This program requires version %08x"	ds
00a4fe74	 - FMOD version %08x detected	" - FMOD version %08x detected"	ds
00a4fe94	=> Game Sound Init Failed.	"=> Game Sound Init Failed."	ds
00a4feb0	 -######## ERROR INITIALIZING. ALL GAME SOUND DISABLED.	" -######## ERROR INITIALIZING. ALL GAME SOUND DISABLED."	ds
00a4fee8	 - FMOD System Create	" - FMOD System Create"	ds
00a4ff00	 - FMOD Memory Init	" - FMOD Memory Init"	ds
00a4ff14	 - SESound Engine Init	" - SESound Engine Init"	ds
00a4ff2c	=> Setting up Game Sound:	"=> Setting up Game Sound:"	ds
00a4ff48	=> Version %s (%s) %s	"=> Version %s (%s) %s"	ds
00a4ff60	Logs\Sound.log	"Logs\\Sound.log"	ds
00a4ff70	Logs\SESound.log	"Logs\\SESound.log"	ds
00a4ff84	=> Voice Chat is ready.	"=> Voice Chat is ready."	ds
00a4ff9c	Voice Chat Input	"Voice Chat Input"	ds
00a4ffb0	Voice Chat Output	"Voice Chat Output"	ds
00a4ffc8	 -#           You will be able to hear others chat, but you will not be able to talk to anyone!	" -#           You will be able to hear others chat, but you will not be able to talk to anyone!"	ds
00a50028	 -# NOTICE:   No input devices detected! 	" -# NOTICE:   No input devices detected! "	ds
00a50058	 -#############################################################################################	" -#############################################################################################"	ds
00a500b8	 - %d Input drivers detected	" - %d Input drivers detected"	ds
00a500d8	=># Voice Chat Init FAILED.	"=># Voice Chat Init FAILED."	ds
00a500f8	=>###########################################################################################	"=>###########################################################################################"	ds
00a50158	 -######## ERROR INITIALIZING. VOICE CHAT DISABLED.	" -######## ERROR INITIALIZING. VOICE CHAT DISABLED."	ds
00a5018c	=> Setting up Voice Chat:	"=> Setting up Voice Chat:"	ds
00a501b8	_NOLOOP_	"_NOLOOP_"	ds
00a501c4	_LOOP_	"_LOOP_"	ds
00a501cc	%-24d%s	"%-24d%s"	ds
00a501dc	SEStreamedSound	"SEStreamedSound"	ds
00a50598	<Voice Chat>	"<Voice Chat>"	ds
00a505a8	.\ComSatSoundIOSoundEngine.cpp	".\\ComSatSoundIOSoundEngine.cpp"	ds
00a50628	WSAIoctl	"WSAIoctl"	ds
00a506d0	struct	"struct"	ds
00a506d8	real64	"real64"	ds
00a506e0	real32	"real32"	ds
00a506e8	optional	"optional"	ds
00a506fc	fourcc	"fourcc"	ds
00a50714	bitarray	"bitarray"	ds
00a50720	asciistring	"asciistring"	ds
00a5072c	array	"array"	ds
00a50750	Unknown exception	"Unknown exception"	ds
00a50880	bad exception	"bad exception"	ds
00a50898	UTF-8	"UTF-8"	ds
00a508a0	UTF-16LE	"UTF-16LE"	ds
00a508ac	UNICODE	"UNICODE"	ds
00a50920	exp10	"exp10"	ds
00a58990	Illegal byte sequence	"Illegal byte sequence"	ds
00a589a8	Directory not empty	"Directory not empty"	ds
00a589bc	Function not implemented	"Function not implemented"	ds
00a589d8	No locks available	"No locks available"	ds
00a589ec	Filename too long	"Filename too long"	ds
00a58a00	Resource deadlock avoided	"Resource deadlock avoided"	ds
00a58a1c	Result too large	"Result too large"	ds
00a58a30	Domain error	"Domain error"	ds
00a58a40	Broken pipe	"Broken pipe"	ds
00a58a4c	Too many links	"Too many links"	ds
00a58a5c	Read-only file system	"Read-only file system"	ds
00a58a74	Invalid seek	"Invalid seek"	ds
00a58a84	No space left on device	"No space left on device"	ds
00a58a9c	File too large	"File too large"	ds
00a58aac	Inappropriate I/O control operation	"Inappropriate I/O control operation"	ds
00a58ad0	Too many open files	"Too many open files"	ds
00a58ae4	Too many open files in system	"Too many open files in system"	ds
00a58b04	Invalid argument	"Invalid argument"	ds
00a58b18	Is a directory	"Is a directory"	ds
00a58b28	Not a directory	"Not a directory"	ds
00a58b38	No such device	"No such device"	ds
